product_name,nutriscore_grade,nutriscore_score,nova_group,energy-kcal_100g,saturated-fat_100g,sugars_100g,sodium_100g,fruits-vegetables-nuts_100g,fiber_100g,proteins_100g
Concassé de tomates aux sardines,c,4.0,4.0,132.0,2.3,2.4,0.372,0.0,0.0,6.7
Concassé de tomates aux sardines,c,4.0,4.0,132.0,2.3,2.4,0.372,0.0,0.0,6.7
Fine ratatouille au thon fumé,c,5.0,4.0,133.0,2.01,3.6,0.44,0.0,0.0,5.1
Confit d'oignons aux anchois,c,6.0,3.0,115.0,0.9,3.1,0.64,0.0,0.0,5.4
Confit d'oignons aux anchois,c,6.0,3.0,115.0,0.9,3.1,0.64,0.0,0.0,5.4
Emietté de maquereau Au Cœur d'Argoat,c,5.0,3.0,258.0,2.9,1.4,0.34,0.0,0.0,11.0
Emietté de maquereau Au Cœur d'Argoat,c,5.0,3.0,258.0,2.9,1.4,0.34,0.0,0.0,11.0
Ecrasé de pommes de terre au thon,c,3.0,3.0,116.0,0.8,0.1,0.348,0.0,0.0,6.7
Ecrasé de pommes de terre au thon,c,3.0,3.0,116.0,0.8,0.1,0.348,0.0,0.0,6.7
Tartare aux algues de Bretagne et olives,c,5.0,3.0,127.0,1.5,2.1,0.48,0.0,0.0,2.2
Tartare aux algues de Bretagne et olives,c,5.0,3.0,127.0,1.5,2.1,0.48,0.0,0.0,2.2
Sauce rouille,d,11.0,4.0,373.0,4.1,0.8,0.296,0.0,0.0,5.0
Sauce rouille ail et piment,d,18.0,4.0,559.0,7.29,1.4,0.48,0.0,0.0,2.2
Sauce rouille ail et piment,d,18.0,4.0,559.0,7.29,1.4,0.48,0.0,0.0,2.2
Tartare aux algues de bretagne et olives,c,6.0,3.0,127.0,1.5,2.1,0.48,0.0,0.0,2.2
Tartare aux algues de Bretagne et olive,c,6.0,3.0,127.0,1.5,2.1,0.48,0.0,0.0,2.2
"Soupe froide ""La Rouge""",b,1.0,3.0,27.0,0.2,2.0,0.2,0.0,0.0,0.7
"Soupe froide ""La Rouge""",b,1.0,3.0,27.0,0.2,2.0,0.2,0.0,0.0,0.7
La verte soupe froide,b,2.0,3.0,20.0,0.2,1.0,0.296,0.0,0.0,0.5
"Soupe froide ""La Verte""",b,2.0,3.0,20.0,0.2,1.0,0.296,0.0,0.0,0.5
Rillettesde maquereau au citron vert,d,18.0,3.0,317.0,11.0,0.5,0.48,0.0,0.0,14.0
Tartinable de maquereau au citron vert,d,18.0,3.0,317.0,11.05,0.5,0.48,0.0,0.0,14.2
Tartinade de thon à la parmesane,c,10.0,3.0,277.0,9.5,1.4,0.36,0.0,0.0,16.0
Tartinable de thon a la parmesane,d,15.0,3.0,277.0,9.5,1.4,0.32,0.0,0.0,16.0
Indie veggie,a,0.0,3.0,109.0,2.1,2.4,0.292,0.0,0.0,3.3
Nectar de framboise,e,16.0,3.0,65.0,0.0,14.0,0.0,40.0,0.0,0.0
Nectar d'Abricot,e,11.0,3.0,57.0,0.0,11.0,0.0,45.0,0.0,0.0
Taboulé à l'Orientale,c,4.0,4.0,151.0,0.4,3.2,0.332,15.0,2.0,4.4
Compote de Pommes,a,-2.0,3.0,61.0,0.1,13.7,0.0,94.0,1.8,0.3
Miel de fleurs,d,18.0,2.0,320.0,0.0,80.0,0.01,0.0,0.0,0.0
Raisin sans pépin,a,-5.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
LES 2 VACHES FLAN BIO 100 G X 4,c,6.0,4.0,113.0,1.9,17.5,0.052,0.0,0.1,3.3
Orange,e,10.0,4.0,36.0,0.1,8.9,0.0,12.0,0.5,0.2
Nectar Abricot PET 1L,e,13.0,4.0,54.0,0.0,11.0,0.0,40.0,0.3,0.4
Confiture extra de figue,d,14.0,4.0,271.0,0.06,60.0,0.0,63.0,4.68,0.54
"Maxi salade 3 fromages - penne, bleu, mozarella, emmental",c,5.0,4.0,221.0,4.9,1.3,0.212,22.0,1.9,8.1
EXTRA CAESAR POULET 330GR MIX,b,1.0,4.0,155.0,1.7,1.2,0.216,19.697,1.5,8.4
Buddha Bol Falafel,a,-1.0,4.0,153.0,1.4,3.8,0.252,65.11,3.6,3.9
Tarte Chèvre Courgettes,d,16.0,4.0,244.0,10.0,2.6,0.52,13.1,1.9,7.0
Tarte Saumon Epinard,d,18.0,4.0,259.0,9.7,1.7,0.52,12.8,1.7,8.7
Houmous Libanais,c,7.0,3.0,277.0,2.4,2.6,0.51,0.0,4.8,7.6
Jus Pomme-Mangue,d,7.0,1.0,50.0,0.1,11.1,0.0,100.0,0.66,0.3
Moutarde de Dijon,e,19.0,3.0,160.0,0.7,2.1,2.2,0.0,4.6,7.3
Fromage de brebis,d,12.0,3.0,211.0,11.9,2.0,0.4,0.0,0.5,11.0
Bûche de Chèvre,d,11.0,3.0,269.0,15.0,0.5,0.48,0.0,0.5,18.0
Marmelade de Coing extra,d,16.0,4.0,249.0,0.1,60.0,0.036,50.0,3.0,0.5
Chocolat Noir 95% Togo,d,14.0,3.0,648.0,36.0,3.9,0.0,0.0,14.0,8.9
Tropico exotique,e,13.0,4.0,49.0,0.0,12.0,0.0,13.4,0.0,0.1
Crème Dessert Praliné,c,5.0,4.0,126.0,2.2,14.0,0.056,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Caramel 570g,c,5.0,4.0,129.0,2.3,13.0,0.056,0.0,0.5,2.9
Crème dessert au café,c,5.0,4.0,138.0,2.9,12.0,0.08,0.0,0.5,3.8
MONT BLANC Pistache,c,4.0,4.0,112.0,2.0,14.0,0.052,0.0,0.5,2.6
MONT BLANC Crème dessert Boîte Praliné 3x570g Lot Familial,c,5.0,4.0,126.0,2.2,14.0,0.056,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Caramel 3x570g Lot Familial,c,5.0,4.0,129.0,2.3,13.0,0.064,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Praliné 4x570g Lot Familial,c,5.0,4.0,126.0,2.2,14.0,0.056,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Caramel 4x570g Lot Familial,c,5.0,4.0,129.0,2.3,13.0,0.064,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Praliné 4x570g 3+1 Offerte,c,5.0,4.0,126.0,2.2,14.0,0.056,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Caramel 4x570g 3+1 Offerte,c,5.0,4.0,129.0,2.3,13.0,0.056,0.0,0.5,2.9
"MONT BLANC Crème dessert Coupelles Chocolat, Sav Vanille, Praliné 6x125g",c,5.0,4.0,126.0,2.2,14.0,0.056,0.0,0.5,2.9
"MONT BLANC Crème dessert Coupelles Caramel, Chocolat, Pistache 6x125g",c,5.0,4.0,129.0,2.3,13.0,0.056,0.0,0.5,2.9
MONT BLANC Crème dessert Coupelles Chocolat 4x125g,c,6.0,4.0,125.0,2.3,16.0,0.04,0.0,1.4,3.4
RÉCRÉ O'LÉ Goûter laitier Gourdes Chocolat 12x85g,c,5.0,4.0,107.0,2.3,11.0,0.048,0.0,2.1,3.1
MONT BLANC Crème dessert Coupelles Saveur Vanille 4x125g,c,5.0,4.0,123.0,2.3,12.0,0.06,0.0,0.5,2.9
MONT BLANC Crème dessert Coupelles Praliné 4x125g,c,5.0,4.0,126.0,2.2,14.0,0.056,0.0,0.5,2.9
MONT BLANC Crème dessert Coupelles Praliné façon Rocher 4x125g,c,5.0,4.0,129.0,2.6,14.0,0.044,0.0,0.9,3.6
MONT BLANC Chocolat,c,6.0,4.0,125.0,2.3,16.0,0.04,0.0,1.4,3.4
MONT BLANC Crème dessert Boîte Saveur Vanille 570g,c,5.0,4.0,123.0,2.3,12.0,0.06,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Chocolat 3x570g Lot Familial,c,6.0,4.0,125.0,2.3,16.0,0.04,0.0,1.4,3.4
MONT BLANC Crème dessert Boîte Saveur Vanille 3x570g Lot Familial,c,5.0,4.0,123.0,2.3,12.0,0.06,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Chocolat 4x570g 3+1 Offerte,c,6.0,4.0,125.0,2.3,16.0,0.04,0.0,1.4,3.4
MONT BLANC Crème dessert Boîte Saveur Vanille 4x570g 3+1 Offerte,c,5.0,4.0,122.0,2.3,12.0,0.06,0.0,0.5,2.9
MONT BLANC Crème dessert Boîte Chocolat 4x570g Lot Familial,c,6.0,4.0,125.0,2.3,16.0,0.04,0.0,1.4,3.4
MONT BLANC Crème dessert Boîte Saveur Vanille 4x570g Lot Familial,c,5.0,4.0,123.0,2.3,12.0,0.06,0.0,0.5,2.9
MONT BLANC Crème dessert Coupelles Chocolat Noir Extra 4x125g,c,6.0,4.0,118.0,2.8,12.0,0.088,0.0,2.4,3.7
Yaourt Grec au lait de vache,c,6.0,1.0,132.0,6.5,3.5,0.044,0.0,0.0,7.0
Jus multifruits à base de jus et de purées de fruits concentrés,c,5.0,1.0,40.0,0.0,9.7,0.0,100.0,0.0,0.0
Flan au caramel saveur vanille,c,5.0,4.0,84.0,0.4,16.0,0.032,0.0,0.0,1.6
Camembert,d,12.0,3.0,265.0,15.0,0.0,0.56,0.0,0.0,19.0
Coquillettes,b,-3.0,1.0,355.0,0.1,3.5,0.012,0.0,2.5,12.0
Nouilles,b,-3.0,1.0,355.0,0.1,3.5,0.012,0.0,2.5,12.0
Maïs doux en grains sous vide,a,-3.0,3.0,118.0,0.1,3.5,0.21,100.0,3.3,3.0
Ravioli à la sauce tomate,b,1.0,4.0,64.0,0.1,2.5,0.2,0.0,0.0,2.5
Crème fraiche épaisse entière,d,16.0,3.0,295.0,21.0,2.3,0.024,0.0,0.0,2.4
Fromage blanc à 0% de matières grasses,a,-1.0,1.0,53.0,0.2,5.3,0.036,0.0,0.0,6.8
Emmental râpé,d,11.0,3.0,355.0,19.0,0.0,0.332,0.0,0.0,26.0
Petits pois très fins à l'étuvée,a,-6.0,4.0,88.0,0.2,3.7,0.212,100.0,6.1,5.8
Petits pois très fins et jeunes carottes à l'étuvée,a,-5.0,4.0,63.0,0.2,3.7,0.228,100.0,4.2,3.4
Haricots Verts Extra Fins,a,-7.0,3.0,25.0,0.0,0.5,0.22,100.0,3.2,1.7
Haricots Verts Extra Fins,a,-4.0,3.0,25.0,0.0,0.5,0.22,100.0,3.2,1.7
Haricots verts très fins,a,-4.0,3.0,25.0,0.0,0.5,0.22,100.0,3.2,1.7
Haricots verts fins,a,-4.0,3.0,25.0,0.0,0.5,0.22,100.0,3.2,1.7
Macédoine de légumes,a,-3.0,3.0,38.0,0.1,1.1,0.28,100.0,3.4,2.1
Cassoulet,c,3.0,4.0,116.0,1.9,0.0,0.4,0.0,4.1,7.0
Saucisses aux lentilles,c,4.0,4.0,105.0,1.4,0.5,0.4,0.0,2.5,7.0
Barre pâtissière,e,19.0,4.0,347.0,1.2,29.0,0.56,0.0,1.5,5.1
Cola,c,4.0,4.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0
Soda Pué orange,c,6.0,4.0,7.0,0.0,1.5,0.0,0.0,0.0,0.0
Saucisse sèche pur porc,e,35.0,4.0,456.0,15.0,2.0,1.64,0.0,0.0,23.0
Saucisse sèche pur porc,e,35.0,4.0,456.0,15.0,2.0,1.64,0.0,0.0,23.0
Bâtonnets saveur crabe x28,d,11.0,4.0,128.0,0.3,3.7,0.8,0.0,0.0,6.4
JAMBON CUIT QUALITE CHOIX découenné dégraissé 10 tranches,d,11.0,4.0,99.0,0.8,1.7,0.88,0.0,0.0,18.0
JAMBON CUIT QUALITE CHOIX découenné dégraissé 5 tranches,d,11.0,4.0,99.0,0.8,1.7,0.88,0.0,0.0,18.0
Poitrine fumée,e,24.0,4.0,274.0,8.7,0.8,1.12,0.0,0.0,16.0
Lardons fumés,e,30.0,4.0,303.0,12.0,1.3,1.4,0.0,0.0,13.0
Mousse de foie pur porc,e,21.0,4.0,367.0,13.0,1.8,0.64,0.0,0.0,10.0
Pâté de campagne,e,19.0,4.0,309.0,9.4,1.9,0.64,0.0,0.0,13.0
Yaourt nature,a,0.0,3.0,43.0,0.7,4.7,0.052,0.0,0.0,3.7
Coulommiers au lait pasteurisé,e,24.0,3.0,480.0,12.0,35.0,0.2,0.0,3.2,8.4
Fromage doux ovale,d,14.0,3.0,343.0,22.0,0.0,0.52,0.0,0.0,16.0
Pâte feuilletée,e,19.0,3.0,340.0,9.4,0.8,0.52,0.0,1.1,5.9
Pâte brisée,d,18.0,3.0,357.0,9.5,2.9,0.44,0.0,1.1,6.1
Ravioli à la viande,c,8.0,3.0,271.0,1.2,1.1,0.44,0.0,1.7,11.0
Tagliatelles,b,0.0,1.0,274.0,0.5,1.3,0.016,0.0,2.3,9.6
Riz long grain,b,1.0,1.0,352.0,0.2,0.0,0.0,0.0,0.9,6.8
Riz long étuvé,b,1.0,1.0,350.0,0.2,0.0,0.0,0.0,0.0,8.1
Moutarde de Dijon,e,21.0,3.0,154.0,0.8,2.7,2.6,0.0,2.1,7.2
Sauce Bolognaise,c,6.0,4.0,81.0,1.4,5.0,0.52,69.7,2.9,4.1
24 portions fromage fondu,e,20.0,4.0,244.0,14.0,7.0,0.72,0.0,0.0,9.0
Confiture Abricot,d,15.0,4.0,248.0,0.1,43.0,0.0,35.0,0.9,0.5
Confiture Fraise,d,15.0,4.0,243.0,0.1,43.0,0.0,35.0,0.8,0.5
Couscous moyen,b,-4.0,1.0,354.0,0.4,2.3,0.0,0.0,4.2,12.0
Biscuits avec tablette de chocolat au lait,e,28.0,4.0,534.0,15.0,40.0,0.132,0.0,1.9,6.0
Chocolat de ménage au lait et aux noisettes brisées.,e,27.0,4.0,499.0,12.0,28.0,0.384,0.0,3.3,7.0
Chocolat de ménage au lait,e,28.0,4.0,532.0,14.0,47.0,0.064,15.0,3.4,8.3
Chocolat,e,27.0,4.0,513.0,15.0,54.0,0.016,0.0,7.0,6.2
Biscuits fourrés carrés parfum chocolat,e,22.0,4.0,456.0,7.9,27.0,0.288,0.0,2.8,6.9
Goûters,d,18.0,4.0,403.0,2.0,24.0,0.56,0.0,2.7,7.2
Miettes de thon à l'huile de tournesol,b,2.0,3.0,243.0,2.5,0.0,0.36,0.0,0.0,18.0
Bonbons tendres,e,23.0,4.0,387.0,2.1,69.0,0.2,0.0,0.0,1.9
"Assortiment de bonbons tendres Goûts citron, orange, fraise, cassis",e,21.0,4.0,392.0,2.3,72.0,0.0,0.0,0.0,0.0
Assortiment soufflés salés,d,14.0,4.0,470.0,2.2,2.6,0.76,4.1,4.4,8.2
Biscuits Salés,e,23.0,4.0,492.0,3.4,9.3,1.04,0.0,2.4,6.7
Champignons de Paris ENTIERS 1er CHOIX,a,-2.0,3.0,17.0,0.0,0.0,0.252,100.0,2.5,2.2
20 croquettes de poissons ail et fines herbes surgelées,c,3.0,4.0,187.0,0.7,2.5,0.44,0.0,2.0,10.0
Sprits,e,25.0,4.0,534.0,16.0,22.0,0.252,0.0,1.7,5.0
Olives vertes dénoyautées,d,15.0,3.0,144.0,2.0,0.0,1.08,97.0,2.8,0.9
Cornichons au vinaigre,c,7.0,4.0,10.0,0.0,0.5,0.8,0.0,1.8,1.0
Pâte à tartiner,e,30.0,4.0,570.0,8.3,52.0,0.02,0.0,1.7,1.7
Génoises orange,e,24.0,4.0,371.0,5.2,52.0,0.064,0.0,0.0,3.1
Madeleines longues,e,19.0,4.0,429.0,2.9,27.0,0.44,20.2,1.3,5.8
Tomato ketchup nature,d,13.0,4.0,84.0,0.0,17.0,0.8,35.35,0.0,1.1
Tomates entieres pelées au jus,a,-5.0,1.0,19.0,0.0,3.0,0.02,99.9,1.2,1.2
Tomates entieres pelées au jus,a,-5.0,1.0,19.0,0.0,3.0,0.02,99.9,1.2,1.2
ROQUEFORT Appellation d'Origine Protégée,e,24.0,3.0,367.0,23.0,0.0,1.4,0.0,0.0,19.0
Miettes de thon à la tomate,b,2.0,3.0,111.0,0.6,2.5,0.52,0.0,0.0,14.0
Snacks goût fromage,d,15.0,4.0,498.0,2.6,3.6,0.8,0.0,5.3,5.9
Filets de Hareng fumés au bois de hêtre Pêchés en Atlantique NordEst,e,24.0,3.0,171.0,2.8,0.0,1.8,0.0,0.0,18.0
Nectar orangeà base de concentré Teneur en fruits : 50% minimum,d,9.0,3.0,40.0,0.0,9.7,0.008,0.0,0.0,0.0
Biscuits avec tablette de chocolat noir,e,25.0,4.0,487.0,12.0,30.0,0.176,0.0,4.0,6.4
Terrine de campagne,e,19.0,4.0,286.0,10.0,1.0,0.6,0.0,0.0,15.0
Lardons fumés,e,31.0,4.0,331.0,11.0,1.3,1.44,0.0,0.0,14.0
Sardines à l'huile de tournesol,c,3.0,3.0,190.0,2.2,0.0,0.4,0.0,0.0,25.0
Sardines à l'huile de tournesol,b,1.0,3.0,190.0,2.2,0.0,0.4,0.0,0.0,25.0
Sardines à l'huile de tournesol,b,1.0,3.0,190.0,2.2,0.0,0.4,0.0,0.0,25.0
Sardines à la sauce tomate,c,3.0,3.0,173.0,3.4,0.9,0.4,10.0,0.5,17.0
Sardine à la sauce tomate 🍅,c,3.0,3.0,173.0,3.4,0.9,0.4,10.0,0.5,17.0
Compote allégée Pomme 30% de sucres en moins,a,-1.0,3.0,63.0,0.0,15.0,0.0,0.0,1.3,0.0
Morceaux de thon au naturel,a,-3.0,3.0,105.0,0.3,0.0,0.3,0.0,0.0,23.0
Chorizo fort,e,32.0,4.0,531.0,21.0,3.2,1.32,0.0,0.0,14.0
Dés d'épaule cuite standard,d,15.0,4.0,132.0,2.4,2.4,1.04,0.0,0.0,16.0
4 friands a la viande,d,16.0,4.0,348.0,9.9,1.6,0.32,0.0,1.7,8.6
Rosette,e,35.0,4.0,475.0,18.0,2.3,1.8,0.0,0.0,22.0
Bacon fumé,d,17.0,4.0,127.0,1.5,0.5,1.24,0.0,0.0,23.0
4 roulés au fromage,d,15.0,4.0,266.0,7.3,3.7,0.4,0.0,1.7,4.9
Riz au lait saveur vanille Au lait entier,c,4.0,4.0,120.0,1.9,11.0,0.04,0.0,0.0,2.8
Mozzarella,c,8.0,3.0,247.0,12.0,1.0,0.2,0.0,0.0,18.0
Tranchettes pour burger x10,d,16.0,4.0,208.0,9.0,3.5,0.88,0.0,0.0,13.0
Bâtonnets saveur crabe x56,c,8.0,4.0,126.0,0.3,2.8,0.8,0.0,0.0,6.0
Cacahuètes grillées et salées,c,3.0,3.0,610.0,6.7,6.5,0.4,95.0,8.6,27.0
Cacahuètes Grillées et salées,c,3.0,3.0,610.0,6.7,6.5,0.4,95.0,8.6,27.0
MUNSTERGEROME Appellation d'Origine Protégée,d,15.0,3.0,343.0,20.0,0.5,0.72,0.0,0.0,19.0
Mini gâteaux aux pépites de chocolat,e,19.0,4.0,407.0,2.4,23.0,0.56,14.45,1.5,6.2
Chocolat de ménage au lait et aux céréales croustillantes,e,28.0,4.0,499.0,11.0,38.0,0.188,2.0,3.9,6.7
Crème Légère UHT liquide,d,14.0,4.0,191.0,12.0,3.9,0.044,0.0,0.0,2.2
Nectar de pomme à base de concentré,d,9.0,3.0,46.0,0.0,10.0,0.0,0.0,0.0,0.6
Nectar orangeà base de concentré,d,8.0,3.0,40.0,0.0,9.0,0.0,100.0,0.1,0.0
Pizza aux fromages,c,7.0,4.0,240.0,3.0,2.9,0.44,14.4,2.4,9.5
Salade à la Mexicaine,b,2.0,4.0,109.0,0.4,2.8,0.36,0.0,1.8,7.9
Salade à l'Américaine,c,3.0,4.0,91.0,0.3,3.6,0.4,0.0,2.0,6.1
Raclette en tranches au lait pasteurisé,c,7.0,3.0,123.0,6.8,3.8,0.044,0.0,0.0,4.5
4 croquemonsieur,d,11.0,4.0,194.0,3.8,2.3,0.52,0.0,1.6,8.6
Vinaigrette Nature allégée en matières grasses,d,11.0,4.0,239.0,1.7,1.7,0.72,25.0,0.0,0.7
Jambon cru fume 10 tranches,e,26.0,4.0,215.0,4.4,0.0,2.24,0.0,0.0,29.0
Jambon cru 8 tranches,e,26.0,4.0,215.0,4.4,0.0,2.24,0.0,0.0,29.0
Haricots rouges,b,-4.0,3.0,96.0,0.1,0.5,0.176,100.0,6.5,7.2
Saucisson sec pur porc,e,35.0,4.0,456.0,15.0,2.0,1.64,0.0,0.0,23.0
Cornichons au vinaigre,c,7.0,4.0,10.0,0.0,0.5,0.8,0.0,1.8,1.0
Chocolat blanc,e,31.0,4.0,536.0,17.0,67.0,0.052,0.0,0.0,4.1
12 Tartelettes à la fraise,e,22.0,4.0,433.0,6.4,34.0,0.212,0.0,1.8,5.0
Pains au chocolat x10,e,21.0,4.0,417.0,11.0,13.0,0.388,0.0,3.5,7.1
Gaufrettes fourrées fourrage saveur vanille,e,25.0,4.0,505.0,23.0,29.0,0.132,0.0,1.5,4.3
Gaufrettes fourrées fourrage à la noisette,e,23.0,4.0,517.0,24.0,24.0,0.132,0.0,2.0,5.4
Quiche lorraine,d,14.0,4.0,262.0,7.3,1.8,0.368,0.0,1.1,7.1
4 gaufres flash,e,27.0,4.0,470.0,12.0,33.0,0.28,0.0,2.3,7.9
Emmental râpé,d,11.0,3.0,355.0,19.0,0.0,0.332,0.0,0.0,26.0
Bûche aux laits de vache et de chèvre,e,28.0,3.0,429.0,10.0,65.0,0.02,0.0,1.5,4.5
Farine T 55,a,-1.0,1.0,348.0,0.3,0.8,0.0,0.0,3.3,11.0
Morceaux de thon Albacore au naturel,a,-1.0,3.0,99.0,0.5,0.5,0.44,0.0,0.0,21.0
Huile de tournesol,c,4.0,2.0,828.0,11.0,0.0,0.0,0.0,0.0,0.0
Huile de colza Huile végétale pour assaisonnement,b,2.0,2.0,828.0,7.0,0.0,0.0,100.0,0.0,0.0
Huile pour friture,c,3.0,2.0,828.0,9.2,0.0,0.0,20.0,0.0,0.0
Petit Brie au lait pasteurisé,b,-1.0,3.0,46.0,1.0,4.8,0.036,0.0,0.0,3.2
Thé glacé saveur pêche,c,4.0,4.0,0.0,0.0,0.0,0.032,1.0,0.0,0.0
Saumon fumé,e,20.0,3.0,200.0,1.9,0.0,1.4,0.0,0.0,23.0
"Fromage blanc à 2,8 % de matière grasse",a,0.0,3.0,72.0,1.9,4.9,0.036,0.0,0.0,6.7
Epaule cuite standard 8 tranches,d,14.0,4.0,106.0,1.7,2.0,1.0,0.0,0.0,13.0
Emmental,c,9.0,3.0,369.0,21.0,0.0,0.24,0.0,0.0,27.0
Farine de blé T55,a,0.0,1.0,344.0,0.3,1.9,0.004,0.0,2.2,9.8
Farine de blé T65,a,0.0,1.0,347.0,0.1,2.3,0.004,0.0,2.1,9.9
Farine de blé T55,a,0.0,1.0,344.0,0.3,1.9,0.004,0.0,2.2,9.8
Farine de blé T65,a,0.0,1.0,347.0,0.1,2.3,0.004,0.0,2.1,9.9
Véritable Nectar Abricot,e,11.0,3.0,52.0,0.1,11.0,0.008,50.0,1.1,0.5
Tomates Cerise du Val de Loire,a,-5.0,1.0,30.0,0.0,3.0,0.0,100.0,1.3,0.8
Nectar d'orange,d,8.0,3.0,37.0,0.0,9.0,0.012,50.0,0.0,0.1
Goyave,e,12.0,3.0,44.0,0.0,10.5,0.012,25.0,0.0,0.1
Choux rouge assasonné,b,2.0,3.0,189.0,1.4,3.4,0.14,72.0,2.8,1.1
Carottes Râpées,a,-2.0,3.0,115.0,0.7,2.6,0.24,84.0,2.9,0.6
Duo de crudités carottes et céleri,b,2.0,3.0,229.0,1.6,3.7,0.16,64.0,3.1,1.1
Duo de crudités carottes & céleri,c,3.0,4.0,229.0,1.6,3.7,0.164,64.0,3.1,1.1
Chou rouge assaisonné,b,2.0,3.0,189.0,1.4,3.4,0.14,72.0,2.0,1.1
Carottes râpées,a,-2.0,3.0,115.0,0.7,2.6,0.24,84.0,2.9,0.6
Betteraves rouges assaisonnees,a,0.0,3.0,149.0,1.0,4.6,0.04,78.8,2.1,1.0
Nectar de Cerise Griotte,e,10.0,3.0,53.0,0.2,12.1,0.0,50.0,0.49,0.4
Nectar de poires williams,d,9.0,3.0,57.0,0.019999999552965,11.0,0.004,50.0,1.7,0.20000000298023
Cancoillote Absinthe,c,7.0,4.0,169.0,7.2,0.0,0.36,0.0,0.0,15.0
Pomme Pêche Ananas,b,1.0,1.0,46.0,0.0,5.5,0.0,100.0,0.9,0.5
L'Assaisonette Tonique,d,13.0,3.0,473.0,4.1,0.0,0.392,0.0,0.9,0.9
Marcel Bio Nectar de poire Bio 25cl,e,12.0,3.0,54.0,0.0,13.0,0.0,50.0,0.0,0.1
Nectar d'abricot,e,13.0,3.0,58.0,0.0,12.9,0.0,50.0,0.0,0.4
Infusion glacée Bio Pomme Miel Camomille,c,4.0,4.0,20.0,0.0,5.0,0.012,30.0,0.0,0.0
Amande de Provence,a,-10.0,1.0,636.0,4.79,3.8,0.0,100.0,16.6,17.3
Amande de Provence,a,-10.0,1.0,636.0,4.79,3.8,0.0,100.0,16.6,17.3
Amande de provence,a,-10.0,1.0,636.0,4.79,3.8,0.0,100.0,16.6,17.3
Nectar d'Abricot,e,13.0,3.0,58.0,0.0,12.9,0.0,50.0,0.4,0.4
Farine de blé T150 Bio France,a,-5.0,1.0,326.0,0.3,1.8,0.0,0.0,12.5,12.0
Poudre d'amandes,a,-10.0,1.0,633.0,5.5,4.6,0.004,0.0,14.0,27.0
Noix de cajou bio,b,-5.0,1.0,615.0,5.0,5.0,0.004,100.0,3.8,21.0
Noisettes bio,a,-9.0,1.0,628.0,4.5,4.3,0.0,100.0,9.7,15.0
Amandes décortiquées,a,-10.0,1.0,633.0,5.5,4.6,0.024,100.0,14.0,27.0
Amandes mondées bio,a,-10.0,1.0,633.0,5.54,4.61,0.024,100.0,14.16,27.0
Chips de coco Bio,d,14.0,3.0,693.0,64.9,6.58,0.02,100.0,12.7,6.1
Mix graines tournesol courge lin sésame,a,-10.0,1.0,573.0,5.9,1.5,0.0,0.0,11.5,23.3
"Mix graines tournesol, courge, raisin, noisette",b,-5.0,1.0,532.0,4.8,13.5,0.0,0.0,5.9,20.3
Riz basmati complet bio,b,-1.0,1.0,340.0,0.8,0.5,0.012,0.0,3.5,9.0
Riz rond blanc bio,b,1.0,1.0,345.0,0.3,2.5,0.004,0.0,1.6,6.5
Riz rond demi complet,b,0.0,1.0,344.0,0.3,0.5,0.004,0.0,1.9,7.2
Quinoa real bio,a,-6.0,1.0,379.0,0.6,4.3,0.04,0.0,6.3,12.8
Flocons d'avoine bio,a,-3.0,1.0,343.0,1.1,0.9,0.004,0.0,7.2,10.2
Flakes choco,c,8.0,3.0,370.0,0.9,14.5,0.4,0.0,6.8,7.5
Flakes sans sucre bio,c,6.0,3.0,376.0,0.3,4.6,0.4,0.0,4.0,6.9
Flakes sans sucre,c,6.0,3.0,376.0,0.3,4.6,0.4,0.0,4.0,6.9
Farine de coco bio,d,15.0,1.0,423.0,11.0,19.2,0.012,100.0,35.6,20.1
Haricots verts bio origine France,a,-4.0,3.0,24.0,0.1,0.5,0.164,100.0,3.4,1.3
Maïs bio origine France,b,-3.0,3.0,76.0,0.3,5.2,0.16,100.0,3.1,2.8
Lentilles bio origine Italie,b,-3.0,3.0,92.0,0.1,0.3,0.4,100.0,4.9,5.6
Pois chiche bio,a,-6.0,3.0,125.0,0.3,0.7,0.32,100.0,5.8,6.7
Noix d'Amazonie bio,b,2.0,1.0,656.0,16.0,2.3,0.004,100.0,7.5,14.0
Graines de chia bio,a,-8.0,1.0,450.0,3.2,0.5,0.0,0.0,5.2,22.9
Pois chiches bio,a,-14.0,1.0,364.0,0.0,10.7,0.024,0.0,17.4,19.3
Boulgour traditionnel bio,a,-4.0,1.0,346.0,0.3,1.9,0.004,0.0,7.3,11.5
Couscous complet,a,-6.0,1.0,344.0,0.5,1.7,0.036,0.0,8.8,12.6
Riz basmati blanc bio,b,1.0,1.0,352.0,0.2,0.3,0.008,0.0,1.0,8.2
