product_name,nutriscore_grade,nutriscore_score,nova_group,energy-kcal_100g,saturated-fat_100g,sugars_100g,sodium_100g,fruits-vegetables-nuts_100g,fiber_100g,proteins_100g
Farine de blé T150 Bio France,a,-5.0,1.0,326.0,0.3,1.8,0.0,0.0,12.5,12.0
Ratatouille bio,a,-2.0,3.0,61.0,0.4,5.0,0.24,88.0,1.7,1.1
Cerneaux de Noix Bio,a,-9.0,1.0,674.0,6.0,3.4,0.024,100.0,6.4,15.0
Sésame grillé bio,a,-8.0,1.0,565.0,6.7,0.0,0.008,0.0,14.0,17.0
Sésame grillé bio,a,-8.0,1.0,565.0,6.7,0.0,0.008,0.0,14.0,17.0
Sésame complet bio,a,-9.0,1.0,573.0,6.9,0.3,0.008,0.0,11.8,17.7
Graines de lin brun bio,a,-10.0,1.0,527.0,4.3,0.9,0.048,0.0,28.0,20.0
Graines de lin doré bio,a,-10.0,1.0,492.0,4.4,1.2,0.028,0.0,29.0,24.0
Maïs pop corn bio,a,-7.0,1.0,365.0,0.6,1.0,0.004,0.0,12.1,9.4
Farine de coco,c,9.0,1.0,425.0,11.5,16.5,0.026,100.0,37.0,20.0
Amande décortiquée grillée,a,-10.0,1.0,639.0,4.9,4.9,0.0006,100.0,10.3,20.6
Cranberries demies bio,d,16.0,3.0,340.0,0.07,65.1,0.004,60.0,4.45,0.79
Noix de coco rapée bio,d,11.0,1.0,740.0,65.6,5.1,0.0184,100.0,13.2,8.6
Noix de coco lamelle,d,11.0,1.0,740.0,65.6,5.1,0.0184,100.0,13.2,8.6
Bananes chips Bio,d,14.0,3.0,490.0,22.5,12.6,0.0044,68.0,5.7,1.9
Arachide décortiquée grillée,a,-8.0,1.0,613.0,7.7,4.9,0.004,0.0,8.4,24.4
Arachide en coque grillées nature,a,-9.0,1.0,585.0,6.5,2.5,0.004,0.0,11.4,25.6
Amande décortiquée,a,-10.0,1.0,639.0,4.2,4.4,0.00064,100.0,10.2,21.2
Amande décortiquée,a,-10.0,1.0,639.0,4.2,4.4,0.00064,100.0,10.2,21.2
Coulis de tomates bio,a,-4.0,1.0,43.0,0.1,6.3,0.01,99.95,2.3,1.4
Pulpe de tomate bio,a,-5.0,1.0,27.0,0.1,3.4,0.0052,100.0,0.8,1.1
Torsades complètes Bio Italie,a,-1.0,1.0,345.0,0.6,5.0,0.0,0.0,5.2,12.0
Couscous blanc,a,-1.0,1.0,349.0,0.4,2.5,0.004,0.0,3.5,12.0
Couscous à l'épeautre bio,a,-2.0,1.0,356.0,0.4,4.6,0.004,0.0,6.1,12.0
Riz noir thaïlandais,b,-2.0,1.0,357.0,0.7,0.1,0.012,0.0,1.4,9.9
Riz noir thaïlandais,b,-2.0,1.0,357.0,0.7,0.1,0.012,0.0,1.4,9.9
Riz blanc long,b,0.0,1.0,343.0,0.25,0.3,0.0004,0.0,0.7,6.4
Riz long brun,b,-1.0,1.0,353.0,0.7,0.2,0.0012,0.0,3.2,7.0
Sésame décortiqué,b,-3.0,1.0,629.0,8.1,0.0,0.04,0.0,11.8,3.0
Sésame décortiqué,a,-6.0,1.0,629.0,8.1,0.0,0.04,0.0,11.8,11.8
Sésame noir,a,-9.0,1.0,573.0,7.0,0.3,0.008,0.0,11.8,17.7
Sésame noir,a,-9.0,1.0,573.0,7.0,0.3,0.008,0.0,11.8,17.7
Petits pois verts entiers bio,a,-16.0,1.0,364.0,0.4,3.1,0.004,0.0,22.2,23.1
Protéines de soja texturées bio,a,-5.0,1.0,352.0,1.2,7.7,0.012,0.0,14.0,50.0
Protéines de soja texturées bio,a,-5.0,1.0,352.0,1.2,7.7,0.012,0.0,14.0,50.0
Confiture de myrtille,d,12.0,4.0,177.0,0.0,42.0,0.012,65.0,0.0,0.4
Confiture d'orange Bio,d,12.0,4.0,174.0,0.0,42.0,0.02,65.0,0.0,0.6
Confiture d'abricot bio,d,12.0,4.0,174.0,0.0,42.0,0.024,65.0,0.0,0.5
Confiture de fraises bio 65%,d,12.0,4.0,176.0,0.0,42.0,0.02,65.0,0.0,0.5
Purée de pommes bio,a,-2.0,1.0,61.0,0.0,13.0,0.0,100.0,0.0,0.0
Purée pommes - bananes bio,a,-2.0,1.0,65.0,0.0,13.0,0.0,100.0,0.0,0.0
Purée pommes - poires bio,a,-2.0,1.0,57.0,0.0,12.0,0.0,100.0,0.0,0.0
Purée pommes - fraises bio,a,-2.0,1.0,53.0,0.0,12.0,0.0,100.0,0.0,0.0
Lentilles corail bio,a,-15.0,1.0,362.0,0.4,2.0,0.008,0.0,10.6,25.5
Lentilles marron bio,a,-15.0,1.0,306.0,0.3,1.0,0.008,0.0,18.0,21.0
Flocons de blé bio,a,-4.0,1.0,333.0,0.4,1.0,0.008,0.0,10.9,9.1
Flocons de seigle bio,a,-5.0,1.0,327.0,0.3,1.2,0.004,0.0,12.6,10.5
Flocons d'avoine gros bio,a,-5.0,1.0,347.0,1.0,0.9,0.004,0.0,10.3,10.9
Sarrasin bio,b,-4.0,1.0,357.0,0.4,2.1,0.0012,0.0,5.6,8.0
Millet bio,b,-2.0,1.0,370.0,0.8,0.0,0.004,0.0,3.0,11.0
Purée de pommes,a,-2.0,1.0,61.0,0.0,13.0,0.0,100.0,0.0,0.0
Maquereau à l'huile d'olive bio,c,3.0,3.0,277.0,2.3,0.0,0.48,30.0,0.0,22.0
Sardines à l'huile d'olive biologique,d,12.0,3.0,333.0,5.8,0.0,0.32,29.0,0.0,18.0
Thon à l'huile bio,d,13.0,3.0,400.0,4.9,0.0,0.48,34.5,0.0,18.2
Légumes bio pour couscous,a,-3.0,3.0,41.0,0.1,2.3,0.232,75.0,0.0,1.5
Riste d'aubergines bio,a,-3.0,3.0,53.0,0.4,3.2,0.184,50.0,0.0,1.5
Chili sin carne bio,a,0.0,3.0,76.0,0.4,2.4,0.216,50.0,0.0,4.6
Haricots rouges bio,a,-5.0,1.0,82.0,0.0,1.2,0.128,99.0,0.0,6.3
Haricots blancs bio,a,-5.0,3.0,80.0,0.1,0.6,0.136,99.0,0.0,6.1
Petits pois très fins carottes bio,a,0.0,3.0,35.0,0.1,1.4,0.12,80.0,0.0,2.5
Confiture de cerises bio,d,12.0,4.0,178.0,0.0,42.0,0.024,65.0,0.0,0.9
Confiture de figues bio,d,14.0,4.0,177.0,0.0,42.0,0.012,65.0,0.0,0.6
Confiture de framboises bio,d,12.0,4.0,184.0,0.0,42.0,0.02,65.0,0.0,0.8
Confiture de fruits rouges Bio,d,12.0,4.0,178.0,0.0,42.0,0.024,65.0,0.0,0.6
Noix de cajou grillées salées bio,c,7.0,4.0,616.0,8.7,7.0,0.32,98.8,4.5,21.0
Noix de Pécan bio,a,-6.0,1.0,721.0,6.2,4.0,0.0,100.0,9.6,9.2
Farine de coco bio,c,7.0,1.0,388.0,10.2,13.4,0.04,100.0,36.9,19.8
Haricots vert bio,a,-1.0,3.0,24.0,0.1,0.5,0.164,99.0,3.4,1.3
Granola bio Graines & flocons IG bas,a,-1.0,3.0,545.0,3.6,6.5,0.004,27.2,8.6,15.5
Granola bio Chocolat & Cacahuète,c,8.0,3.0,504.0,4.0,15.1,0.008,0.0,7.5,11.1
Muesli bio Multi-Graines,a,-2.0,3.0,406.0,1.96,8.37,0.012,0.0,10.15,13.77
Pomme framboise pur jus,c,5.0,1.0,42.0,0.001,9.2,0.004,100.0,0.7,0.2
Orange pur jus,c,4.0,1.0,42.0,0.0,8.7,0.004,100.0,0.5,0.7
Dessert de fruit pomme framboise,a,-2.0,3.0,65.0,0.2,11.0,0.004,98.0,2.5,0.5
Myrtille sauvage nectar,e,11.0,3.0,62.0,0.0,13.7,0.004,60.0,1.8,0.19
Nectar poire williams,e,10.0,3.0,56.0,0.02,11.5,0.004,70.0,1.6,0.3
Abricot Bergeron,d,9.0,3.0,50.0,0.01,11.7,0.0,50.0,0.7,0.4
Nectar pêche de vigne,e,14.0,3.0,54.0,0.07,12.0,0.0,50.0,1.0,0.3
4 Tropéziennes Nature,e,19.0,4.0,275.0,8.0,23.0,0.272,0.0,0.0,4.1
Croquants tendres aux amandes,d,12.0,4.0,392.0,5.0,20.0,0.0,13.0,4.0,8.0
Délices à l'orange,d,14.0,4.0,348.0,6.0,20.0,0.0,7.0,2.0,6.0
Délices au citron,d,14.0,4.0,348.0,6.0,20.0,0.0,7.0,2.0,6.0
Biscuit à la figue,e,19.0,3.0,433.0,15.0,16.0,0.0,6.0,3.0,6.0
Préparation de fruits Fraise 0 % de sucres ajoutés,a,-5.0,4.0,51.0,0.0,7.0,0.036,70.0,8.0,0.9
Preparation de Mirabelle,d,14.0,4.0,187.0,0.0,46.0,0.008,60.0,0.0,0.0
Pistaches sans sel ajouté,a,-8.0,1.0,634.0,5.9,7.5,0.004,100.0,9.6,25.0
Grand mélange sans sel,c,8.0,3.0,648.0,6.0,5.0,0.0,99.0,10.0,23.0
Eclats croquants cachuetes en morceaux,a,-8.0,1.0,650.0,7.0,4.0,0.008,100.0,8.0,24.0
Noix De Pecan En Morceaux,a,-6.0,1.0,726.0,6.2,4.1,0.0,100.0,9.5,8.8
Pistaches grillées et salées,c,7.0,3.0,603.0,6.5,6.5,0.68,98.0,9.7,25.0
Noix de cajou grillées sans sel Bio,b,-4.0,3.0,624.0,8.8,6.3,0.012,96.0,5.0,20.0
Éclats croquants cacahuètes en morceaux,a,-8.0,1.0,650.0,7.0,4.0,0.008,100.0,8.0,24.0
Taboulé oriental,c,7.0,4.0,160.0,1.0,1.9,0.56,23.0,1.9,2.3
Figue entiere,d,14.0,4.0,271.0,0.06,60.0,0.0,63.0,4.68,0.54
Haricots verts extra fins coupés,a,-5.0,1.0,23.0,0.0,0.7,0.008,100.0,2.8,1.5
Pâte à tartiner noisettes grillées,d,13.0,4.0,476.0,6.1,8.1,0.08,10.0,2.8,5.6
Confiture de Pommes et Poires aux Noix,d,15.0,3.0,241.0,0.5,55.0,0.2,60.0,2.0,1.0
Mûres sauvage,c,8.0,1.0,317.0,0.45,61.96,0.018,100.0,14.49,3.06
Muscovado pur sucre de canne non rafiné,e,19.0,2.0,385.0,0.0,100.0,0.0,0.0,0.0,0.0
Désir de Corse,d,15.0,4.0,248.0,0.1,48.3,0.0,59.0,0.8,0.5
Gratin de brocolis chou-fleur et jambon,c,6.0,4.0,116.0,5.0,0.0,0.44,70.5,2.7,6.2
Sorbet plein fruit Poire 500G/750ml 2022,c,3.0,4.0,123.0,0.1,27.0,0.004,70.0,6.2,2.2
Limonade Fraise Des Bois,d,8.0,4.0,31.0,0.1,7.2,0.04,0.0,0.5,0.2
Haricots Granja,b,2.0,4.0,84.0,0.1,0.9,0.232,0.0,1.6,4.5
Cocktail superfruits,d,12.0,4.0,342.0,0.4,59.8,0.08,90.0,12.7,4.2
Nectar poire Williams,e,11.0,3.0,42.0,0.001,9.2,0.004,55.0,0.7,0.2
Nectar d'abricots corses,d,9.0,3.0,50.0,0.005,11.7,0.004,50.0,0.7,0.4
Nectar mangue,e,10.0,3.0,43.0,0.0,10.1,0.0,40.0,0.7,0.3
Chokenut Pâte à tartiner sans lait,e,27.0,3.0,593.7,11.9,42.5,0.004,28.0,5.1,6.0
Prune d'Ente mi-cuite,c,6.0,1.0,226.0,0.1,34.13,0.004,100.0,8.23,1.13
Banane chips,d,14.0,3.0,519.0,29.0,13.34,0.0032,80.0,8.0,2.0
Pruneau d'Agen IGP réhydraté TG (2),c,7.0,1.0,240.0,0.2,37.0,0.004,0.0,8.3,1.8
Cocktail noix et graines,c,9.0,1.0,604.0,7.2,3.1,0.012,60.0,7.7,22.0
Noix de Cajou Vietnam BIO sachet,b,-3.0,1.0,605.0,7.8,5.9,0.016,100.0,3.2,18.0
Huile d'olive extra vierge non filtrée,b,0.0,2.0,828.0,14.0,0.0,0.0,100.0,0.0,0.0
Noix de jambon (2) 80g CC,c,7.0,4.0,114.0,0.9,0.2,0.72,0.0,0.0,21.0
Jambon blanc supérieur (4) 160g CC,d,11.0,4.0,121.0,0.4,1.3,0.84,0.0,0.0,18.0
Carré d'épaule (4) 160g CC,d,11.0,4.0,125.0,1.5,0.5,0.8,0.0,0.0,22.0
Jambon blanc sup s/sel nitrité (2) 80gCC,d,12.0,4.0,148.0,2.7,0.5,0.76,0.0,0.0,20.0
Jambon blanc supérieur (2) 80g CC,d,15.0,4.0,181.0,4.0,0.5,0.84,0.0,0.0,18.0
Goûter fourré cacao (16),e,19.0,3.0,458.0,4.7,30.0,0.292,0.0,3.3,7.6
Emmental râpé 29%MG 200g CC,c,10.0,3.0,377.0,18.0,0.5,0.3,0.0,0.0,29.0
Ratatouille,b,1.0,3.0,95.0,0.9,3.0,0.24,78.0,1.5,0.9
Fromage frais aux fruits 3%MG 6x60g CC,c,5.0,4.0,108.0,1.6,16.0,0.028,0.0,0.0,4.7
Cookies Pépites de chocolat noir & cacao,e,25.0,3.0,481.0,12.0,37.0,0.16,0.0,5.2,5.9
Biscuit petit beurre blé cplt (15) 140g,e,21.0,3.0,437.0,7.5,22.0,0.44,0.0,5.0,9.5
NOIR 70%,e,19.0,3.0,557.0,26.0,29.0,0.08,0.0,12.0,7.7
Chocolat lait 41%,e,29.0,3.0,582.0,25.0,45.0,0.08,0.0,3.2,7.2
Velouté légumes variés du potager 1L,c,3.0,3.0,30.0,0.2,1.6,0.256,0.0,1.2,0.7
Velouté légumes verts,b,2.0,3.0,25.0,0.2,1.3,0.248,44.0,1.1,0.8
Confiture abricot extra,d,16.0,1.0,232.0,0.1,61.0,0.016,52.0,0.0,0.5
Confiture framboise extra,d,17.0,4.0,242.0,0.1,55.0,0.012,51.0,0.0,0.5
Purée pomme banane,a,-2.0,1.0,65.0,0.2,12.0,0.004,99.0,1.4,0.5
Purée pomme poire 4x100g,a,-3.0,1.0,55.0,0.1,10.0,0.004,99.0,1.8,0.4
Purée pomme myrtille,a,-3.0,1.0,56.0,0.2,10.0,0.004,99.0,1.6,0.4
Jus d'orange,c,5.0,1.0,43.0,0.0,9.2,0.004,100.0,0.4,0.5
Biscuit petit beurre tab choco lait,e,28.0,3.0,517.0,16.0,35.0,0.24,0.0,2.4,7.1
Fromage de brebis bloc 150g,d,18.0,3.0,313.0,19.0,0.5,0.92,0.0,0.0,16.0
Chocolat noir dessert 56%,e,24.0,3.0,574.0,25.0,43.0,0.04,0.0,8.8,4.3
Galette bretonne pur beurre (16),e,26.0,3.0,502.0,15.1,26.0,0.3,0.0,0.0,6.8
Biscuits petit épeautre sésame,e,19.0,3.0,490.0,7.7,22.0,0.232,0.0,4.5,9.8
Amande enrobée chocolat noir,e,22.0,4.0,579.0,19.0,19.0,0.0032,0.0,0.0,13.0
Cranberry enrobée chocolat noir,e,27.0,4.0,432.0,14.0,44.0,0.002,0.0,0.0,4.0
Bille maïs enrobée chocolat lait,e,30.0,4.0,560.0,22.0,47.0,0.08,0.0,0.0,7.0
Mélange fruit sec enrobé 4 couleurs,e,26.0,4.0,536.0,17.2,37.0,0.028,0.0,0.0,8.0
Noisette enrobée chocolat lait,e,26.0,4.0,587.0,17.0,34.0,0.056,0.0,0.0,10.0
Purée pomme pruneau,a,-2.0,1.0,75.0,0.2,14.0,0.004,99.0,1.4,0.8
Purée pomme mangue,a,-1.0,1.0,77.0,0.2,16.0,0.004,99.0,1.5,0.5
Purée pomme grenade cassis,a,-2.0,1.0,57.0,0.2,11.0,0.004,100.0,1.6,0.5
Compote pomme allégée en sucre,a,-2.0,3.0,71.0,0.2,14.0,0.004,97.0,1.4,0.3
Jus orange clémentine raisin,b,0.0,1.0,24.5,0.0,5.5,0.004,100.0,0.9,0.4
Purée pomme gourde,a,-2.0,1.0,58.0,0.1,13.0,0.004,99.0,1.5,0.5
Purée pomme poire gourde 6x90g,a,-2.0,1.0,52.0,0.1,11.0,0.004,99.0,1.4,0.5
Velouté légumes et lentilles vertes 1L,c,3.0,3.0,32.0,0.3,1.5,0.296,0.0,1.7,1.6
Biscuit petit beurre tab choco noir,e,23.0,3.0,512.0,16.0,30.0,0.208,0.0,5.5,7.1
Velouté légumes du soleil 1L,b,2.0,3.0,20.0,0.1,1.8,0.212,0.0,1.1,0.6
Limonade bouteille réemployable,d,9.0,3.0,33.0,0.0,8.1,0.0,0.0,0.0,0.0
Yaourt nature entier 4x125g CC,b,2.0,1.0,64.0,2.5,3.9,0.044,0.0,0.0,3.3
Yaourt nature entier 12x125g CC,b,2.0,1.0,64.0,2.5,3.9,0.044,0.0,0.0,3.3
Yaourt ferme nature entier,b,2.0,1.0,66.0,2.3,4.8,0.048,0.0,0.0,3.5
Yaourt nature entier 12x125g CC,b,2.0,1.0,66.0,2.3,4.8,0.048,0.0,0.0,3.5
Purée pomme banane frambois gourde,a,-2.0,1.0,58.0,0.1,12.0,0.004,100.0,1.8,0.5
Purée pomme,a,-2.0,1.0,57.0,0.0,11.0,0.004,100.0,2.0,0.2
Compote pomme,b,1.0,3.0,108.0,0.1,20.0,0.008,90.0,1.9,0.2
Purée pomme banane,a,-2.0,1.0,64.0,0.1,12.0,0.004,100.0,2.0,0.6
Purée pomme mangue,a,-3.0,1.0,62.0,0.0,9.6,0.004,100.0,2.0,0.3
Purée pomme rhubarbe 830g,a,-3.0,1.0,47.0,0.0,6.9,0.004,100.0,1.7,0.5
Purée pomme,a,-2.0,1.0,57.0,0.0,10.8,0.004,100.0,2.0,0.2
Purée pomme fruits rouges,a,-2.0,1.0,66.0,0.0,13.0,0.0,100.0,2.8,0.0
Biscuit nappé chocolat noir (16),e,23.0,3.0,492.0,14.0,23.0,0.26,0.0,5.0,9.4
Purée Pomme Fraise,a,-3.0,1.0,54.0,0.2,10.0,0.004,100.0,1.5,0.5
Ratatouille,b,1.0,3.0,95.0,0.9,3.0,0.24,78.0,1.5,0.9
Chair tomates Provence,c,3.0,3.0,33.0,0.1,4.8,0.2,99.0,2.5,1.5
Coulis de tomates,a,-2.0,3.0,50.0,0.08,7.4,0.12,99.0,2.8,2.1
Yaourts à la vanille,c,5.0,4.0,86.0,2.1,11.0,0.04,0.0,0.0,3.1
Yaourt vanille entier 12x125g CC,c,5.0,4.0,86.0,2.1,11.0,0.04,0.0,0.0,3.1
Yaourt Saveur Vanille,c,4.0,4.0,86.0,2.0,11.0,0.048,0.0,0.0,3.5
Yaourt vanille entier 12x125g CC,c,4.0,4.0,86.0,2.0,11.0,0.048,0.0,0.0,3.5
Pétillant de fruit 100% pomme,e,10.0,4.0,44.0,0.0,11.0,0.004,99.4,0.0,0.0
Cookie chocolat noisette (12),e,25.0,3.0,500.0,11.0,32.0,0.144,0.0,3.4,6.8
Cookie choc noiset maxi pépites (8),e,23.0,3.0,505.0,10.0,33.0,0.124,0.0,4.4,7.2
Biscuit sablé nappé 6 céréales (12) 140g,e,25.0,3.0,498.0,14.0,25.0,0.388,0.0,4.5,8.3
Chocolat noir 85%,d,16.0,3.0,591.0,31.0,15.0,0.08,0.0,18.0,8.6
Chocolat noir 100% cacao,d,12.0,3.0,590.0,34.0,0.9,0.004,0.0,24.0,12.0
Beurre demi-sel de baratte 250g CC,e,29.0,2.0,725.0,53.0,0.6,0.8,0.0,0.0,0.7
Beurre doux de baratte 250g CC,e,20.0,2.0,743.0,53.0,0.6,0.012,0.0,0.0,0.7
Galette noix de coco citron,e,23.0,3.0,514.0,17.0,21.0,0.316,0.0,4.4,8.2
Jus multifruits tétra,d,9.0,1.0,58.0,0.1,13.0,0.04,100.0,0.1,0.5
Chair de tomates basilic,a,-3.0,3.0,49.0,0.3,3.9,0.12,93.0,2.6,1.6
Pétales 5 céréales,a,-1.0,1.0,348.0,0.5,1.1,0.4,0.0,13.0,11.0
Chocolat noir fleur de sel 70%,e,21.0,3.0,555.0,26.0,29.0,0.2,0.0,12.0,7.7
Courgettes cuisinées curry,a,0.0,3.0,47.0,1.0,3.5,0.336,82.0,1.1,1.3
Crème dessert chocolat 4x100g CC,c,7.0,3.0,128.0,3.1,14.2,0.04,0.0,0.83,3.6
Biscuit petit beurre choco pépites,e,23.0,3.0,454.0,10.0,26.0,0.376,0.0,5.0,8.8
Galettes aux flocons d’avoine fourrées chocolat noir,e,27.0,3.0,503.0,14.0,37.0,0.312,0.0,4.9,6.3
Terrine foie de volaille 180g,e,19.0,3.0,293.0,9.3,0.5,0.6,0.0,0.0,14.0
Terrine foie de volaille pruneaux,e,19.0,3.0,300.0,9.3,2.3,0.6,0.0,1.0,13.0
Sauce bolognaise boeuf,c,3.0,3.0,94.0,2.0,3.4,0.368,73.0,1.4,4.7
Tartinable lentille corail tomate,a,0.0,3.0,170.0,1.6,1.3,0.48,91.0,3.4,5.8
Tartinable pois cassé noix de cajou 90g,c,4.0,3.0,210.0,2.6,0.7,0.4,60.0,3.4,5.8
Biscuit langues de chat,e,23.0,3.0,465.0,6.2,40.0,0.148,0.0,1.0,5.4
Fromage frais nature 3% MG 6x60g CC,a,-1.0,3.0,70.0,2.0,3.2,0.036,0.0,0.0,5.8
Baguette nature précuite 260g CC,c,10.0,3.0,268.0,0.17,1.66,0.7,0.0,3.5,9.6
Baguette nature précuite 260g CC,c,10.0,3.0,268.0,0.17,1.66,0.7,0.0,3.5,9.6
Baguette graines précuite 260g CC,c,9.0,1.0,293.0,0.43,1.66,0.664,0.0,4.99,10.7
Chocolat noir noisettes 70%,d,18.0,3.0,587.0,23.0,24.0,0.032,0.0,12.0,8.7
Chocolat lait noisettes 41%,e,26.0,3.0,606.0,22.0,37.0,0.064,0.0,4.1,8.2
Chocolat noir noisettes sel 70%,e,19.0,3.0,587.0,23.0,23.0,0.152,0.0,12.0,8.6
Muesli fruits,a,-1.0,3.0,357.0,0.7,13.0,0.004,0.0,13.0,8.7
Faisselle brebis 450g CC,c,4.0,3.0,99.0,5.03,2.9,0.0416,0.0,0.0,5.0
Purée pomme mangue gourde,a,-1.0,1.0,77.0,0.2,15.7,0.004,100.0,1.5,0.48
Purée de fruits panachés gourde,a,-2.0,1.0,58.0,0.1,12.0,0.004,100.0,1.4,0.5
Choucroute garnie,c,5.0,3.0,88.0,2.4,0.0,0.344,53.0,2.1,4.3
Pruneau Agen très gros,c,7.0,1.0,240.0,0.2,36.6,0.002,80.0,8.3,1.8
Muesli superfruits,a,-1.0,1.0,335.0,0.4,13.0,0.008,0.0,10.0,9.1
"Farine de blé T110 2,5kg",a,-4.0,1.0,343.0,0.2,1.9,0.0,0.0,6.4,11.0
Farine de 5 céréales T130,a,-4.0,1.0,345.0,0.0,1.4,0.0,0.0,7.2,10.0
Farine de grand épeautre T130,a,-5.0,1.0,346.0,0.1,2.2,0.008,0.0,7.9,10.0
Galettes aux flocons d'avoine,e,26.0,3.0,499.0,14.0,36.0,0.276,0.0,6.0,6.3
Biscottes muesli gourmand,d,17.0,3.0,380.0,6.1,11.0,0.48,0.0,3.7,10.0
Jus d'orange tétra 2L,c,5.0,1.0,43.0,0.0,9.2,0.004,100.0,0.4,0.5
Jus de pomme tétra,c,5.0,1.0,44.0,0.0,9.8,0.004,100.0,0.2,0.2
Tartinable tomate cacahuète grillée 90g,c,6.0,3.0,126.0,0.9,4.4,0.76,90.0,2.9,4.0
Pâte brisée pur beurre 250g CC,d,17.0,3.0,348.0,13.0,1.1,0.272,0.0,2.2,6.1
Pâte feuilletée pur beurre 250g CC,d,17.0,3.0,348.0,13.0,1.1,0.272,0.0,2.2,6.1
Jus de pomme militant,c,6.0,1.0,49.0,0.1,11.0,0.008,100.0,0.5,0.5
Fromage blanc 3.6% MG 1kg CC,b,2.0,3.0,83.0,3.1,2.6,0.036,0.0,0.0,6.0
Haricots verts extra-fins 180g ne,a,-5.0,3.0,29.0,0.1,0.4,0.124,54.0,3.9,1.7
Haricots verts extra-fins 345g ne,a,-5.0,3.0,29.0,0.1,0.4,0.124,52.0,3.9,1.7
Petits pois 215g ne,a,-8.0,3.0,60.0,0.5,2.1,0.1,69.0,5.0,5.1
Petits pois 420g ne,a,-5.0,3.0,60.0,0.5,2.1,0.1,67.0,5.0,5.1
Petits pois carottes 215g ne,a,-3.0,3.0,35.0,0.1,1.4,0.12,80.0,3.8,2.5
Fromage blanc,c,3.0,1.0,94.0,4.0,4.5,0.052,0.0,0.0,7.0
Yaourt grecque nature brebis 400g CC,c,8.0,1.0,155.0,8.7,3.0,0.036,0.0,0.0,4.8
Velouté lentilles corail légumes et curcuma,b,2.0,3.0,46.0,0.3,1.6,0.212,43.0,1.5,1.7
Velouté potimarron lait de coco 1L,b,1.0,3.0,31.0,0.7,1.7,0.192,47.0,1.5,0.9
Galette avoine orange chocolat noir,e,25.0,3.0,500.0,14.0,37.0,0.22,0.0,5.6,6.4
Galettes pepites de chocolat,e,24.0,3.0,489.0,15.0,24.0,0.296,0.0,3.1,6.8
Galette tout chocolat (16),e,24.0,3.0,517.0,12.0,25.0,0.196,0.0,4.1,7.1
Confiture abricot extra 310g,d,16.0,3.0,232.0,0.1,61.0,0.016,52.0,0.0,0.5
Maïs doux 125g ne,b,2.0,3.0,106.0,0.3,5.2,0.152,65.8,3.1,2.8
Maïs doux 280g ne,b,2.0,3.0,106.0,0.3,5.2,0.152,70.0,3.1,2.8
Jus de grenade France 75cl,d,9.0,1.0,60.0,0.5,12.6,0.004,100.0,0.5,0.5
Jus de pruneaux,e,12.0,1.0,83.0,0.0,15.0,0.012,40.0,1.5,0.5
Jus de tomate,b,-3.0,1.0,17.0,0.0,3.4,0.024,100.0,0.5,0.9
Crème dessert chocolat au lait entier,c,7.0,3.0,128.0,3.1,14.2,0.04,0.0,0.83,3.6
Nectar de banane 75cl,e,10.0,3.0,48.0,0.1,8.9,0.004,0.0,0.6,0.5
Petit épeautre décortiqué France 10kg,a,-7.0,1.0,343.0,0.6,1.9,0.004,0.0,9.9,11.0
Petit épeautre décortiqué France 500g,a,-7.0,1.0,343.0,0.6,1.9,0.004,0.0,9.9,11.0
Graines de Lin brun,a,-12.0,1.0,506.0,3.17,1.55,0.024,0.0,27.3,23.9
Graine de lin doré France,a,-12.0,1.0,506.0,3.17,1.55,0.024,0.0,27.3,23.9
Pois chiches France,a,-12.0,1.0,351.0,0.55,6.5,0.032,0.0,13.3,20.5
Tagliatelle oeuf blé 1/2 complet 250g CC,a,-3.0,1.0,276.0,0.6,3.3,0.02,0.0,4.5,11.0
Houmous p.chiche basilic sésame,a,-2.0,3.0,227.0,1.8,1.3,0.22,67.0,5.5,6.3
Houmous p.chich citron gingembre,a,-1.0,3.0,217.0,1.8,1.0,0.3,68.0,6.0,6.9
Houmous p.chiche poivron mariné,a,-4.0,3.0,221.0,1.7,1.8,0.264,62.0,5.9,6.5
Confiture clémentine Corse extra 320g,d,17.0,3.0,247.0,0.1,60.1,0.004,55.0,0.9,0.4
Confiture clémentine Corse extra 810g,d,17.0,3.0,247.0,0.1,60.1,0.004,55.0,0.9,0.4
Confiture rhubarbe extra,d,16.0,3.0,231.0,0.1,55.5,0.004,60.0,2.0,0.4
Confiture fraise extra,d,16.0,3.0,237.0,0.1,57.1,0.004,60.0,1.2,0.5
Confiture fruits rouges extra,d,17.0,3.0,243.0,0.1,56.7,0.004,60.0,2.9,0.6
Gaspacho 1L,a,-2.0,3.0,28.0,0.3,2.3,0.276,85.0,0.8,0.5
Yaourt entier brassé citron 400g CC,c,8.0,4.0,143.0,3.2,19.0,0.04,0.0,0.5,3.4
Salade italienne été,c,5.0,3.0,168.0,2.1,2.5,0.244,42.0,1.6,4.7
Salade thaï été,c,3.0,3.0,192.0,1.4,3.2,0.32,47.0,3.1,2.9
Taboulé légumes été,c,7.0,3.0,224.0,1.7,3.7,0.4,0.0,1.7,2.9
Taboulé légumes hiver,c,6.0,3.0,219.0,1.9,6.9,0.24,0.0,1.8,3.7
Rôti porc herbes ssel nitrit (4) 200g,d,13.0,3.0,132.0,1.4,0.5,0.92,0.0,0.0,24.0
